origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity,edge_name
query.align,JF308273_32_S77_342,1,119,0.967826,0.969744,-16420.9,-16422.7,0.0143434,0.0830442,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,JQ223005.1.1649_U_35_S80_21488,1,276,1,1,-16500.8,-16503.9,0.246193,0.167974,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,HQ869026.1.871_U_15_S60_7533,1,395,1,1,-16541.6,-16544.2,0.0111098,0.098884,NA,NA,NA,NA,|MMETSP1447_Chaetoceros_dichaeta_CCMP1751_12-1532
query.align,GU823103.1.1201_U_M368_S12_35283,1,328,0.966117,0.975584,-16428.3,-16430.5,0.00820568,0.115212,NA,NA,NA,NA,|KC8993471_Cylindrotheca_closterium_10-1533
query.align,EU793219.1.1532_U_M355_S26_15223,1,160,1,1,-16222.1,-16225,0.161288,0.169672,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AY665010.1.1749_U_M361_S19_97233,1,481,0.883439,0.97329,-15810.5,-15816.2,0.286453,0.429379,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,KJ762939.1.1810_U_2_S47_2440,1,416,0.992624,0.992759,-16585.9,-16588.7,7.52909e-06,0.140634,NA,NA,NA,NA,|MMETSP1323_Florenciella_parvula_RCC1693_2-1523
query.align,AB275034.1.1675_U_14_S59_17225,1,395,1,1,-16183.9,-16186.6,0.0175693,0.119751,NA,NA,NA,NA,|MMETSP1447_Chaetoceros_dichaeta_CCMP1751_12-1532
query.align,KF899835.1.1659_U_13_S58_64257,1,558,0.977155,0.968419,-16516.1,-16519,6.294e-06,0.143574,NA,NA,NA,NA,|AB0522891_Pyramimonas_aurea_61-1587
query.align,GU819889.1.1204_U_14_S59_31416,1,160,1,1,-16573,-16575.6,0.166599,0.123956,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF130595.1.1743_U_24_S69_13338,1,160,1,1,-16236.6,-16239.3,0.12747,0.139118,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU072386.1.899_U_M363_S24_653,1,499,0.925676,0.976988,-15745.1,-15752.6,0.136498,0.622118,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KJ763011.1.1786_U_20_S65_23182,1,160,0.94961,0.984471,-13516.3,-13519.1,0.206618,0.188195,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JN048119.1.1814_U_26_S71_68204,1,486,1,1,-16271.7,-16274.4,0.049231,0.154849,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KC488575.1.1712_U_24_S69_52554,1,486,0.998917,0.999662,-16583.7,-16588.2,0.0398195,0.332652,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KF130110.1.1758_U_M356_S18_107705,1,160,0.997733,0.998163,-16440.1,-16444.4,0.1589,0.312895,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AY425307.1.1719_U_10_S55_6685,1,50,1,1,-16235.9,-16237.8,0.0143929,0.0433825,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,EU793220.1.1474_U_M355_S26_1123,1,160,1,1,-16663.6,-16666.4,0.152284,0.14742,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EF172994.1.1681_U_M369_S9_42241,1,160,0.998619,0.997588,-16428,-16432.1,0.150395,0.281234,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU143468.1.878_U_20_S65_15159,1,50,1,1,-14673,-14675.1,0.0164192,0.090652,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,FJ152040.1.1791_U_2_S47_12690,1,500,0.498333,0.999938,-16450.3,-16456,2.23667,0.951524,NA,NA,NA,NA,|MMETSP0758_Percolomonas_cosmopolitus_AE_1_ATCC50343__30-1031
query.align,HQ867300.1.878_U_10_S55_58877,1,499,0.814982,0.918728,-15507.5,-15514.5,0.140209,0.579377,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AB275046.1.1741_U_17_S62_2269,1,486,1,1,-16737.6,-16741.6,0.0283054,0.278107,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KF031784.1.1756_U_38_S83_53988,1,160,1,1,-16465.1,-16469.5,0.0933933,0.306251,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF129875.1.1761_U_16_S61_9032,1,160,1,1,-16243.9,-16246.8,0.119463,0.161772,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823651.1.1394_U_20_S65_43360,1,330,0.773155,0.903362,-13939.9,-13941.8,7.76919e-06,0.0766268,NA,NA,NA,NA,|KF1777751_Nitzschia_laevis_UTEX2047_31-1556
query.align,KC583079.1.1764_U_11_S56_5461,1,50,1,1,-16186.7,-16188.6,0.0143751,0.0435891,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,AY882487.1.1232_U_22_S67_19352,1,486,0.954932,0.984999,-16582.4,-16585.7,0.0655748,0.22625,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KJ763329.1.1810_U_36_S81_785,1,499,1,1,-16427.8,-16435.1,0.0778771,0.587966,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,EU287800.1.1796_U_M366_S25_60429,1,481,1,1,-16638.4,-16643.3,0.252488,0.348617,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,FR874817.1.1794_U_10_S55_3287,1,160,0.994194,0.997887,-16572.7,-16576.1,0.19355,0.213327,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AACY020216037.2.1466_U_16_S61_27892,1,160,1,1,-16111.5,-16114.5,0.110544,0.166724,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU780598.1.1680_U_10_S55_41504,1,160,1,1,-16241.7,-16244.5,0.134193,0.159099,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,FJ350823.1.1040_U_18_S63_22064,1,51,1,1,-16409.6,-16411.6,0.00621522,0.0591035,NA,NA,NA,NA,|JF7940581_Bathycoccus_prasinos_MALINAS664_1-1488
query.align,EU500046.1.820_U_M369_S9_69845,1,160,1,1,-16550,-16552.2,0.16749,0.0708756,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823006.1.1072_U_M371_S23_60504,1,370,0.946368,0.951473,-16515.6,-16517.3,0.0100358,0.0633093,NA,NA,NA,NA,|DQ0111611_Skeletonema_menzellii_52-1575
query.align,KJ763528.1.1797_U_35_S80_40606,1,160,0.984081,0.989087,-16623.1,-16628.3,0.177601,0.396678,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU500152.1.842_U_M356_S18_20942,1,417,1,1,-16534.4,-16536.7,0.00738649,0.0643437,NA,NA,NA,NA,|MMETSP1173_Rhizochromulina_marinacf_CCMP1243_23-1546
query.align,EU371163.1.1774_U_11_S56_45569,1,491,1,1,-16469.7,-16473.9,0.169653,0.302905,NA,NA,NA,NA,|MMETSP1055_Bigelowiella_natans_CCMP1258_1_29-1498
query.align,X85392.1.1790_U_22_S67_19389,1,395,1,1,-16441.3,-16444.4,0.0334547,0.178318,NA,NA,NA,NA,|MMETSP1447_Chaetoceros_dichaeta_CCMP1751_12-1532
query.align,JX567483.1.1531_U_M362_S13_63797,1,261,0.832228,0.957246,-15763.1,-15765.3,0.11928,0.0969846,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,EU500060.1.820_U_37_S82_74624,1,160,1,1,-16237,-16240.4,0.114613,0.213611,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JX992711.1.1743_U_5_S50_8960,1,515,0.949122,0.974696,-16487.4,-16492,0.102648,0.343398,NA,NA,NA,NA,|MMETSP0447_Stygamoeba_regulata_BSH_02190019_60-1586
query.align,GU825677.1.1192_U_M355_S26_13642,1,286,0.807162,0.928076,-16401.9,-16406.8,0.0610351,0.407465,NA,NA,NA,NA,|MMETSP0962_Schizochytrium_aggregatum_ATCC28209_36-1532
query.align,AB097408.1.1530_U_10_S55_20847,1,418,0.915909,0.909441,-16534.5,-16536.2,0.0393908,0.0561606,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,GU825195.1.1200_U_M359_S10_30900,1,160,1,1,-16511.3,-16515.5,0.129387,0.289057,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF031753.1.1764_U_10_S55_374,1,499,0.91066,0.960637,-15775.4,-15781.9,0.144257,0.524585,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,FN598266.1.1052_U_M362_S13_85374,1,247,0.972244,0.987269,-15836.4,-15843,0.0461518,0.537125,NA,NA,NA,NA,|MMETSP0127_Platyophrya_macrostoma_WH_18-1498
query.align,EF173016.1.1674_U_18_S63_11295,1,160,1,1,-16735.4,-16739.1,0.124972,0.249646,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU822215.1.1046_U_M367_S17_15808,1,481,0.977066,0.986432,-16730,-16735.1,0.278073,0.370601,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,EF172987.1.1682_U_M361_S19_127142,1,160,1,1,-16351.8,-16354.8,0.143167,0.184032,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AK347462.48.1462_U_4_S49_26701,1,137,0.88743,0.902727,-16491,-16498.5,0.0674762,0.603709,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,KJ763899.1.1804_U_M360_S11_4479,1,160,1,1,-16130.7,-16134.7,0.14544,0.273312,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB103390.1.1751_U_M357_S21_72396,1,168,1,1,-16767.9,-16771.8,0.00533211,0.111701,NA,NA,NA,NA,|EF0574071_Amphidinium_carterae_CCMP121_25-1544
query.align,GU820616.1.1073_U_M355_S26_42,1,160,1,1,-16482.1,-16485.4,0.148045,0.206869,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759495.1.1796_U_M368_S12_38643,1,160,1,1,-16474.2,-16477.7,0.145858,0.225387,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ865315.1.886_U_M356_S18_44961,1,160,1,1,-16083.5,-16086,0.160624,0.119378,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AF525853.1.1766_U_2_S47_15001,1,50,1,1,-16159.9,-16161.9,0.0162181,0.064669,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,HQ870497.1.850_U_M358_S15_100471,1,160,1,1,-16551.1,-16555.2,0.127021,0.280618,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU793689.1.1523_U_35_S80_14190,1,160,1,1,-16249.5,-16252.5,0.134259,0.177382,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823693.1.1209_U_16_S61_61223,1,276,0.998901,0.999551,-16107.9,-16111.5,0.239981,0.241477,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,New.ReferenceOTU36_M363_S24_100446,1,160,0.881492,0.973471,-16523.3,-16526.7,0.218475,0.218856,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,New.ReferenceOTU173_M359_S10_38853,1,276,1,1,-16419.4,-16422.4,0.260539,0.159192,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,HQ869159.1.875_U_10_S55_2378,1,160,1,1,-16563.9,-16567.4,0.156719,0.224962,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU820265.1.1073_U_M357_S21_13413,1,160,1,1,-16545.9,-16548.2,0.0952818,0.0733698,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759311.1.1805_U_M356_S18_7714,1,499,0.888096,0.95919,-15531.8,-15539,0.134293,0.590706,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,New.ReferenceOTU206_22_S67_58082,1,387,1,1,-16669.4,-16672.2,0.00668234,0.109778,NA,NA,NA,NA,|MMETSP1429_Chaetoceros_sp_UNC1202_1-1492
query.align,AF022153.1.1752_U_M362_S13_18178,1,193,1,1,-16414.7,-16418.8,9.74899e-06,0.0409109,NA,NA,NA,NA,|AF0221921_Tripos_tenuis_MUCC248_80-1593
query.align,KJ762699.1.1803_U_M356_S18_45564,1,160,1,1,-16449,-16452.3,0.15932,0.207765,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JX188371_M359_S10_32877,1,136,0.998531,0.99926,-16439.2,-16441.8,0.0367207,0.144257,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,JN996721.1.1831_U_M356_S18_6362,1,137,0.938262,0.954113,-16534.4,-16541.2,0.0618532,0.536427,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,FJ431406_29_S74_47797,1,119,0.99127,0.983175,-16543.8,-16546.4,5.45883e-06,0.118846,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,EF172942.1.1680_U_M362_S13_45200,1,160,1,1,-16081.1,-16084.1,0.150317,0.182984,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ870237.1.848_U_10_S55_942,1,160,0.971476,0.968841,-16442.1,-16446.6,0.160684,0.334114,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AY116221.1.1791_U_M355_S26_35090,1,276,0.98208,0.991365,-16511.4,-16514.9,0.259904,0.222447,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,GU822992.1.1071_U_22_S67_5512,1,328,1,1,-16520.1,-16523.2,5.73451e-06,0.10611,NA,NA,NA,NA,|KC8993471_Cylindrotheca_closterium_10-1533
query.align,HQ866503.1.888_U_10_S55_5081,1,160,1,1,-16587.4,-16590.2,0.070922,0.126905,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ222896.1.1638_U_15_S60_58047,1,486,1,1,-16220,-16224.1,0.0328636,0.292289,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,GU823397.1.1203_U_21_S66_34898,1,328,1,1,-16406.7,-16409.9,5.73451e-06,0.109746,NA,NA,NA,NA,|KC8993471_Cylindrotheca_closterium_10-1533
query.align,HQ394044.1.804_U_20_S65_35381,1,27,0.970799,0.981097,-12331.2,-12334,8.96568e-06,0.168636,NA,NA,NA,NA,|KT8609161_Tetraselmis_sp_RCC1755_12-1535
query.align,GQ468532.1.1707_U_11_S56_1632,1,328,1,1,-16385.2,-16388.4,5.73451e-06,0.101638,NA,NA,NA,NA,|KC8993471_Cylindrotheca_closterium_10-1533
query.align,GU820726.1.1072_U_4_S49_47953,1,160,1,1,-16539.3,-16542.8,0.139541,0.230079,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB183640.1.1752_U_M362_S13_149463,1,228,0.972086,0.96676,-16623.4,-16625.8,7.5404e-06,0.126895,NA,NA,NA,NA,|M885211_Symbiodinium_microadriaticum_75-1595
query.align,KJ762494.1.1809_U_23_S68_30795,1,481,0.975276,0.988547,-16553.1,-16559,0.277537,0.436014,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,AY329636.1.1727_U_10_S55_1979,1,50,1,1,-16194.4,-16196.4,0.0144037,0.0544135,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,KJ757929.1.1800_U_M356_S18_39585,1,160,1,1,-16334.4,-16337.1,0.153679,0.135842,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC583074.1.1765_U_26_S71_78514,1,50,1,1,-16204.6,-16206.6,0.0149815,0.0575653,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,KC582916.1.1798_U_15_S60_7230,1,160,1,1,-16361.1,-16363.8,0.137221,0.150258,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU819745.1.1069_U_41_S86_49912,1,160,0.894299,0.944077,-16540.3,-16544.3,0.214572,0.275523,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823274.1.1421_U_M357_S21_32414,1,276,0.997273,0.998727,-16515.3,-16518.1,0.249464,0.147975,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,DQ314818.1.1775_U_34_S79_71001,1,491,1,1,-16404.4,-16408.7,0.170038,0.308051,NA,NA,NA,NA,|MMETSP1055_Bigelowiella_natans_CCMP1258_1_29-1498
query.align,EU545774.1.974_U_10_S55_6373,1,264,0.901262,0.961094,-16220.8,-16223.3,0.0406382,0.167405,NA,NA,NA,NA,|MMETSP0208_Strombidium_inclinatum_S3_59-1560
query.align,JX419383.1.1618_U_10_S55_26597,1,329,1,1,-16564.3,-16568.4,8.66407e-06,0.0555965,NA,NA,NA,NA,|MMETSP0800_Striatella_unipunctata_CCMP2910_31-1544
query.align,FJ914487.1.1499_U_6_S51_16536,1,160,1,1,-16354.6,-16357.8,0.148266,0.199269,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,FR865490.2.1773_U_30_S75_11460,1,296,1,1,-16650.2,-16652.8,0.0280365,0.104014,NA,NA,NA,NA,|MMETSP0169_Corethron_pennatum_L29A3_5-1524
query.align,GU823800.1.1061_U_M359_S10_77752,1,481,1,1,-16111.8,-16115.3,0.133721,0.200288,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,GU825177_M355_S26_4008,1,136,0.929925,0.96784,-16555.5,-16558.7,0.0451098,0.208816,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,New.ReferenceOTU106_31_S76_27542,1,261,0.846612,0.952969,-16120.3,-16122.5,0.135899,0.0922418,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,HQ870333.1.848_U_32_S77_33331,1,160,1,1,-16341.1,-16344.3,0.121014,0.19289,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ956297.1.1696_U_M355_S26_604,1,160,1,1,-16503.3,-16506.2,0.149998,0.165176,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ710559.1.1101_U_11_S56_58181,1,418,0.979656,0.973927,-16090.8,-16093.1,0.0172996,0.113241,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,HQ866519.1.898_U_15_S60_13593,1,486,0.981798,0.993294,-16675.6,-16678.6,0.0619831,0.188068,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,HQ870299.1.848_U_10_S55_5250,1,160,1,1,-16433.5,-16437,0.152642,0.228514,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU793838.1.1434_U_38_S83_67734,1,160,1,1,-16615.2,-16617.7,0.180085,0.120213,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ869047.1.872_U_M359_S10_50072,1,499,0.92411,0.970855,-15585.7,-15592.5,0.141552,0.549092,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KJ759554.1.1802_U_M357_S21_124823,1,499,0.990919,0.99547,-15986.5,-15993.7,0.106283,0.582646,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,JQ692066.1.1598_U_19_S64_59257,1,50,1,1,-16125.2,-16127.2,0.0143581,0.0552897,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,KC582879.1.1800_U_M355_S26_4044,1,160,1,1,-16599.7,-16602.4,0.148972,0.145888,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ912650.1.1640_U_M357_S21_137292,1,395,1,1,-16323.7,-16326.5,0.00633858,0.0898974,NA,NA,NA,NA,|MMETSP1447_Chaetoceros_dichaeta_CCMP1751_12-1532
query.align,FN690412.1.1721_U_10_S55_37376,1,486,1,1,-16747.5,-16751.5,0.0278664,0.281343,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KJ762908.1.1793_U_11_S56_2107,1,160,1,1,-16238.7,-16241.4,0.139619,0.149713,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU670241.1.1751_U_34_S79_66917,1,181,1,1,-14501.3,-14504.4,0.303978,0.167362,NA,NA,NA,NA,|MMETSP0372_Lankesteria_abbottii_GrapplerInletBC_78-1439
query.align,KF129967.1.1739_U_M357_S21_63256,1,276,0.949976,0.977592,-16129.5,-16133.2,0.193023,0.241454,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,FJ402952.1.1214_U_26_S71_56138,1,193,1,1,-16054.4,-16058,9.74899e-06,0.0638164,NA,NA,NA,NA,|AF0221921_Tripos_tenuis_MUCC248_80-1593
query.align,New.ReferenceOTU114_M356_S18_20412,1,160,0.99833,0.999383,-16675.5,-16678.9,0.170631,0.22025,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU820625.1.1072_U_M355_S26_6512,1,160,1,1,-16087.1,-16090.3,0.15334,0.203103,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759731.1.1795_U_M372_S16_56918,1,160,1,1,-16502.3,-16506,0.0621617,0.236522,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ867454.1.875_U_17_S62_3353,1,185,0.802932,0.921042,-16585.5,-16589.5,0.118153,0.327358,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,FJ000109.1.1390_U_20_S65_7725,1,161,0.824825,0.923865,-16570.4,-16574.2,0.268881,0.273201,NA,NA,NA,NA,|JF7910071_Heterocapsa_sp_1523_76-1534
query.align,FJ431613.1.821_U_M356_S18_78604,1,160,0.990211,0.991274,-15622.4,-15626.9,0.174235,0.335522,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB275097.1.1739_U_30_S75_24366,1,486,1,1,-16854.2,-16857.8,0.0371715,0.247434,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,FJ353180.1.1052_U_M365_S20_79367,1,369,0.961864,0.954872,-16686.8,-16689.2,0.00340745,0.152841,NA,NA,NA,NA,|MMETSP0320_Skeletonema_marinoi_SM1012Den_03_77-1599
query.align,KF129609.1.1758_U_28_S73_1697,1,160,1,1,-16242.7,-16245.6,0.133994,0.160001,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763571.1.1802_U_M357_S21_52042,1,160,1,1,-16495.3,-16497.5,0.133443,0.0763235,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763833.1.1791_U_17_S62_5257,1,328,0.977087,0.937509,-16719.7,-16724,5.73451e-06,0.229233,NA,NA,NA,NA,|KC8993471_Cylindrotheca_closterium_10-1533
query.align,AB275042.1.1690_U_28_S73_3438,1,486,1,1,-15761.9,-15765,0.0349436,0.2098,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,GU823560.1.1201_U_M361_S19_67552,1,370,0.931842,0.936472,-16526.1,-16528,0.00668034,0.0841932,NA,NA,NA,NA,|DQ0111611_Skeletonema_menzellii_52-1575
query.align,EU024794.1.1799_U_34_S79_9910,1,190,1,1,-16384.8,-16388.4,6.5051e-06,0.0559397,NA,NA,NA,NA,|MMETSP0196_Alexandrium_fundyense_CCMP1719_24-1540
query.align,HM347540.1.1069_U_M356_S18_115474,1,391,1,1,-16284.9,-16287.9,0.0524739,0.16867,NA,NA,NA,NA,|MMETSP0716_Chaetoceros_curvisetus_25-1542
query.align,JF791092_34_S79_9071,1,119,1,1,-16443,-16445.7,5.45883e-06,0.0925694,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,HQ870611.1.850_U_M361_S19_168815,1,160,1,1,-16575.9,-16580.5,0.110099,0.326027,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB275094.1.1738_U_20_S65_21557,1,486,0.991838,0.996158,-13215.5,-13218.2,0.0619541,0.187715,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,AB126648.1.1782_U_44_S89_35567,1,499,0.99691,0.998737,-16201.9,-16205.4,0.109155,0.214521,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AY665118.1.1759_U_M366_S25_89173,1,499,0.949273,0.981547,-15929.6,-15937.2,0.121546,0.626947,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KF130136.1.1755_U_M360_S11_111152,1,160,1,1,-16355.7,-16359.4,0.135607,0.247199,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF129937.1.1759_U_M363_S24_16600,1,160,1,1,-16628.6,-16633.3,0.112055,0.334375,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU821958.1.1049_U_M367_S17_91969,1,481,1,1,-16415.8,-16420,0.00176493,0.124373,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,KJ760573.1.1809_U_M355_S26_1462,1,276,0.9455,0.972188,-16552.4,-16555.6,0.282374,0.184716,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
