DSYB	TpMT2	Both	origin	name	multiplicity	edge_num	like_weight_ratio	post_prob	likelihood	marginal_like	distal_length	pendant_length	classification	map_ratio	map_overlap	map_identity	edge_name	genus	family	order	class	norank	norank	kingdom	generic
1	0	0	query.align	FJ914409.1.1526_U_19_S64_33260	1	503	0.952365	0.943866	-26211.8	-26213.9	6.35329e-06	0.0518748	NA	NA	NA	NA	MMETSP1441_Heterocapsa_arctica_CCMP445	Heterocapsa	Heterocapsaceae	Peridiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EF622539.1.1683_U_M356_S18_2900	1	633	1	1	-25947.7	-25950.9	8.26559e-06	0.0356239	NA	NA	NA	NA	MMETSP0040_Lotharella_oceanica_CCMP622	Lotharella			Chlorarachniophyceae			Eukaryota	Chlorarachniophyceae
0	0	0	query.align	New.ReferenceOTU80_32_S77_71394	1	629	1	1	-27229.3	-27232.6	0.0391935	0.169205	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	HQ866468.1.893_U_M368_S12_31158	1	629	0.844732	0.919987	-27050.1	-27053.3	0.0997963	0.180303	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	HQ869570.1.872_U_10_S55_1788	1	493	1	1	-26782.2	-26785	0.200885	0.0915874	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU820488.1.1204_U_M355_S26_24497	1	493	1	1	-26874.2	-26877.4	0.196273	0.123738	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ762603.1.1796_U_11_S56_32600	1	493	1	1	-27159.1	-27161.9	0.137847	0.0666566	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	AB052289.1.1758_U_M357_S21_18061	1	328	1	1	-26278	-26280.2	0.0232424	0.0260057	NA	NA	NA	NA	MMETSP1438_Pterosperma_sp_CCMP1384	Pterosperma		Pyramimonadales		Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	1	0	query.align	HQ866158.1.873_U_M356_S18_189	1	600	1	1	-23554.6	-23556.9	0.0188449	0.0250555	NA	NA	NA	NA	MMETSP0472_Tiarina_fusus_LIS					Ciliophora	Alveolata	Eukaryota	Ciliophora
0	0	0	query.align	KF130262.1.1761_U_M355_S26_10839	1	493	1	1	-26858.8	-26861.6	0.188111	0.068332	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	GU820212.1.1071_U_10_S55_15222	1	579	1	1	-26630	-26633	0.0785348	0.140067	NA	NA	NA	NA	MMETSP1439_Gonyaulax_spinifera_CCMP409	Gonyaulax	Gonyaulacaceae	Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EF526825.1.1403_U_19_S64_133	1	629	0.998859	0.999602	-27261.6	-27264.7	0.0901269	0.16229	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	DQ022771.1.1770_U_M355_S26_1175	1	468	0.936299	0.941655	-24300.6	-24306.4	0.146674	0.413272	NA	NA	NA	NA	MMETSP1354_Erythrolobus_madagascarensis_CCMP3276	Erythrolobus	Porphyridiaceae	Porphyridiales	Bangiophyceae	Rhodophyta		Eukaryota	Rhodophyta
0	0	0	query.align	KJ763920.1.1791_U_M367_S17_15156	1	493	1	1	-26707.6	-26710.5	0.225128	0.0943723	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763606.1.1804_U_12_S57_40084	1	493	1	1	-24836.9	-24839.8	0.218506	0.118149	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KC488395.1.1666_U_10_S55_336	1	611	0.99039	0.993205	-23953.9	-23957.1	0.0157718	0.224937	NA	NA	NA	NA	MMETSP0449_Strombidium_rassoulzadegani_ras09	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	GU823478.1.1212_U_22_S67_34246	1	38	0.937795	0.942775	-26736.2	-26738.4	0.0463401	0.0284085	NA	NA	NA	NA	MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate	Paraphysomonas	Paraphysomonadaceae	Chromulinales	Chrysophyceae			Eukaryota	Chrysophyceae
0	0	0	query.align	HM581709.1.1797_U_30_S75_18487	1	493	1	1	-26209.9	-26212.5	0.221686	0.0287835	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU818609.1.922_U_12_S57_24841	1	493	1	1	-27022.8	-27026	0.119138	0.123603	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU823581.1.1074_U_22_S67_7955	1	169	0.975676	0.964863	-27193.3	-27195.3	0.00500158	0.0230826	NA	NA	NA	NA	MMETSP0733_Fragilariopsis_kerguelensis_L26_C5	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	HQ866417.1.889_U_16_S61_11763	1	493	1	1	-26482	-26485.3	0.187613	6.11352e-06	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	New.ReferenceOTU50_M356_S18_111781	1	136	1	1	-26821.4	-26824.4	0.0542399	0.116238	NA	NA	NA	NA	MMETSP0751_Chaetoceros_neogracile_CCMP1317	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	1	0	query.align	HQ868734.1.885_U_10_S55_2011	1	318	0.959432	0.96087	-26766.8	-26770.5	0.0803694	0.209081	NA	NA	NA	NA	MMETSP1049_Proteomonas_sulcata_CCMP704	Proteomonas	Geminigeraceae	Pyrenomonadales		Cryptophyta		Eukaryota	Cryptophyta
0	0	0	query.align	KJ759508.1.1795_U_M357_S21_164725	1	493	1	1	-27086.2	-27089.4	0.194477	0.134289	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ757134.1.1800_U_M366_S25_12328	1	493	1	1	-26847	-26850.7	0.172983	0.191601	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AB701507.1.1648_U_8_S53_45318	1	362	0.984281	0.987717	-25779.4	-25781.9	0.0676018	0.0473617	NA	NA	NA	NA	MMETSP0063_Chlamydomonas_euryale_CCMP219	Chlamydomonas	Chlamydomonadaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
1	0	0	query.align	EU024987_M362_S13_74234	1	250	0.938127	0.962425	-26670.6	-26672.5	0.0336442	0.0204075	NA	NA	NA	NA	MMETSP0287_Chrysochromulina_rotalis_UIO044	Chrysochromulina	Chrysochromulinaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	HQ870497.1.850_U_M358_S15_100471	1	493	1	1	-26926.8	-26930.3	0.230057	0.170257	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763444.1.1780_U_23_S68_49751	1	613	0.901385	0.926405	-25922.6	-25924.6	0.0236347	0.0739064	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
1	0	0	query.align	AY426848.1.1787_U_M357_S21_144554	1	452	1	1	-25552.1	-25554.6	0.12363	0.0955527	NA	NA	NA	NA	MMETSP0105_Acanthoeca_like_sp_10tr	Acanthoeca	Acanthoecidae	Choanoflagellida				Eukaryota	Choanoflagellida
0	0	0	query.align	AY485508.1.1721_U_M362_S13_63755	1	212	1	1	-26535.9	-26540.5	0.00475693	0.00818598	NA	NA	NA	NA	MMETSP0789_Rhizosolenia_setigera_CCMP1694	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	AB058349.1.1748_U_3_S48_5262	1	362	1	1	-25800.8	-25803.2	0.0533977	0.0602307	NA	NA	NA	NA	MMETSP0063_Chlamydomonas_euryale_CCMP219	Chlamydomonas	Chlamydomonadaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
1	0	0	query.align	AM491022_32_S77_23573	1	258	0.969245	0.969988	-22835.4	-22837.6	0.0295776	0.0224055	NA	NA	NA	NA	MMETSP1474_Imantonia_sp_RCC918	Imantonia	Prymnesiaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	EU793263.1.1603_U_M361_S19_55046	1	493	1	1	-26327.6	-26332.7	0.221332	0.347134	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	DQ386753.1.1536_U_10_S55_5119	1	493	1	1	-26149.5	-26152.5	0.175783	6.11352e-06	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU545774.1.974_U_10_S55_6373	1	612	0.934876	0.944016	-25956.9	-25959.4	0.053804	0.102468	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	JN934672.1.1600_U_28_S73_12245	1	296	0.938849	0.980638	-26210.4	-26212.4	0.0151675	0.0496928	NA	NA	NA	NA	MMETSP1101_Rhodomonas_abbreviata_CaronLabIsolate	Rhodomonas	Pyrenomonadaceae	Pyrenomonadales		Cryptophyta		Eukaryota	Cryptophyta
0	0	0	query.align	JQ222959.1.1645_U_12_S57_31313	1	629	1	1	-26062.1	-26065	0.0701117	0.140466	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	HQ866870.1.880_U_11_S56_41114	1	493	1	1	-26492.7	-26495.8	0.269029	0.117523	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KF129789.1.1758_U_M367_S17_113289	1	493	1	1	-25870.2	-25874.7	0.218112	0.277037	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY155511.1.1726_U_10_S55_30026	1	468	0.896404	0.916263	-24459.6	-24465.9	0.152647	0.456513	NA	NA	NA	NA	MMETSP1354_Erythrolobus_madagascarensis_CCMP3276	Erythrolobus	Porphyridiaceae	Porphyridiales	Bangiophyceae	Rhodophyta		Eukaryota	Rhodophyta
0	0	0	query.align	KF130106.1.1774_U_M363_S24_3405	1	451	0.959521	0.983947	-25504.2	-25510.8	0.117226	0.526161	NA	NA	NA	NA	MMETSP0232_Debaryomyces_hansenii_J26	Debaryomyces	Debaryomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	Ascomycota
0	0	0	query.align	HM853786.1.1624_U_M358_S15_8223	1	495	1	1	-27021.7	-27023.9	0.0357352	0.0708185	NA	NA	NA	NA	MMETSP0797_Dinophysis_acuminata_DAEP01	Dinophysis	Dinophysiaceae	Dinophysiales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	KF130145.1.1771_U_35_S80_67380	1	427	0.968424	0.958266	-26593.5	-26596.4	0.0679623	0.129113	NA	NA	NA	NA	MMETSP1401_Micromonas_pusilla_CCAC1681	Micromonas	Mamiellaceae	Mamiellales	Mamiellophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	KJ759700.1.1787_U_M355_S26_61536	1	493	1	1	-25716.2	-25720.6	0.24018	0.271576	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	FJ431408.1.870_U_30_S75_46697	1	613	0.972859	0.979053	-26120	-26122.1	0.0308567	0.0680042	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	1	0	query.align	JF714225_M355_S26_3866	1	273	1	1	-26141.3	-26143.5	0.0322538	0.0351556	NA	NA	NA	NA	MMETSP1464_Exanthemachrysis_gayraliae_RCC1523	Exanthemachrysis	Pavlovaceae	Pavlovales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	GU820286.1.1072_U_39_S84_16603	1	493	1	1	-26787.5	-26790.1	0.228054	0.0513186	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JQ782080.1.1737_U_24_S69_20432	1	661	0.944586	0.932168	-26529.3	-26532.9	0.270646	0.177716	NA	NA	NA	NA	MMETSP0942_Cafeteria_roenbergensis_E4_10	Cafeteria	Cafeteriaceae	Bicosoecida				Eukaryota	Bicosoecida
0	0	0	query.align	AY883006.1.1791_U_20_S65_36600	1	513	0.985006	0.992767	-25238	-25240	0.00671764	0.0388345	NA	NA	NA	NA	MMETSP0328_Alexandrium_minutum_CCMP113	Alexandrium	Gonyaulacaceae	Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	KJ925367.1.1486_U_28_S73_712	1	573	1	1	-27122.7	-27128.3	6.64304e-06	0.00386577	NA	NA	NA	NA	MMETSP0253_Noctiluca_scintillans	Noctiluca	Noctilucaceae	Noctilucales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HM853785.1.1210_U_M361_S19_105342	1	495	1	1	-26881.3	-26884.1	0.00488052	0.0994504	NA	NA	NA	NA	MMETSP0797_Dinophysis_acuminata_DAEP01	Dinophysis	Dinophysiaceae	Dinophysiales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	DQ781324.1.1117_U_M360_S11_72349	1	184	0.882764	0.904308	-26950	-26952.2	0.0222047	0.0891711	NA	NA	NA	NA	MMETSP0316_Amphora_coffeaeformis_CCMP127	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	HQ868590.1.876_U_26_S71_83438	1	629	1	1	-25931.7	-25934.5	0.068071	0.135852	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	EF526961.1.1413_U_11_S56_40899	1	629	1	1	-27797.4	-27800.2	0.0591333	0.129666	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	AACY020102112.1.1515_U_M355_S26_2124	1	493	1	1	-26496.1	-26499.2	0.237672	0.119748	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU823161.1.1076_U_13_S58_5032	1	128	1	1	-26409.4	-26413.4	5.43808e-06	0.0223912	NA	NA	NA	NA	MMETSP0716_Chaetoceros_curvisetus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
1	0	0	query.align	HM581635_43_S88_2360	1	250	0.86683	0.927617	-26682.5	-26684.4	0.0388709	0.0401427	NA	NA	NA	NA	MMETSP0287_Chrysochromulina_rotalis_UIO044	Chrysochromulina	Chrysochromulinaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	KF130148.1.1750_U_5_S50_47820	1	493	1	1	-25590.8	-25593.8	0.189861	0.0947662	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JQ223037.1.1654_U_27_S72_19334	1	629	1	1	-26708.8	-26712.1	0.0515361	0.17921	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	JQ420088.1.1780_U_M367_S17_43306	1	493	1	1	-26966.9	-26970	0.0874174	0.0211269	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763405.1.1791_U_M355_S26_3216	1	493	1	1	-26021.4	-26024.5	0.206161	0.136968	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY665093.1.1713_U_35_S80_646	1	614	0.961111	0.957373	-22912.1	-22914.5	0.14785	0.0411358	NA	NA	NA	NA	MMETSP0123_Favella_ehrenbergii_Fehren1	Favella	Xystonellidae	Tintinnida	Spirotrichea			Eukaryota	Spirotrichea
1	0	0	query.align	KJ758393.1.1797_U_M359_S10_70543	1	523	0.960764	0.956506	-26934.5	-26936.5	0.0129693	0.0304528	NA	NA	NA	NA	MMETSP1032_Lingulodinium_polyedra_CCMP1738	Lingulodinium		Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU793689.1.1523_U_35_S80_14190	1	493	1	1	-26733.6	-26736.2	0.203322	0.0552754	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	AY628353.1.822_U_11_S56_24478	1	524	1	1	-26425.3	-26428.6	0.0256785	0.0368914	NA	NA	NA	NA	MMETSP0258_Amphidinium_carterae_CCMP1314	Amphidinium	Gymnodiniaceae	Gymnodiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	HQ865070.1.869_U_10_S55_5677	1	315	1	1	-24788.8	-24791.1	0.0241973	0.0165275	NA	NA	NA	NA	MMETSP1049_Proteomonas_sulcata_CCMP704	Proteomonas	Geminigeraceae	Pyrenomonadales		Cryptophyta		Eukaryota	Cryptophyta
0	0	0	query.align	FJ000109.1.1390_U_20_S65_7725	1	493	1	1	-27213.5	-27217.4	0.24313	0.214673	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	New.ReferenceOTU200_M370_S22_2555	1	493	1	1	-27268.8	-27272	0.277486	0.130957	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ867257.1.882_U_15_S60_9259	1	493	1	1	-26582.3	-26585.3	0.215273	0.100169	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	AY425309.1.1728_U_11_S56_65374	1	394	1	1	-23549.8	-23553.8	0.00416129	6.11352e-06	NA	NA	NA	NA	MMETSP0933_Bathycoccus_prasinos_BCC99000	Bathycoccus	Bathycoccaceae	Mamiellales	Mamiellophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	EF172953.1.1673_U_M356_S18_13906	1	493	1	1	-26592.4	-26596	0.261587	0.171401	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ871138.1.831_U_30_S75_38561	1	614	1	1	-24928.8	-24931.4	0.0989079	0.0942548	NA	NA	NA	NA	MMETSP0123_Favella_ehrenbergii_Fehren1	Favella	Xystonellidae	Tintinnida	Spirotrichea			Eukaryota	Spirotrichea
1	0	0	query.align	JX680381_10_S55_15599	1	250	0.960481	0.981137	-26553	-26555.4	0.0340592	0.00405185	NA	NA	NA	NA	MMETSP0287_Chrysochromulina_rotalis_UIO044	Chrysochromulina	Chrysochromulinaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	KF130195.1.1756_U_M355_S26_26394	1	493	1	1	-26556.5	-26559.4	0.234701	0.0791186	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KC488530.1.1690_U_29_S74_10871	1	661	0.991382	0.989046	-26507	-26510.1	0.2563	0.119963	NA	NA	NA	NA	MMETSP0942_Cafeteria_roenbergensis_E4_10	Cafeteria	Cafeteriaceae	Bicosoecida				Eukaryota	Bicosoecida
0	0	0	query.align	HQ870333.1.848_U_32_S77_33331	1	493	1	1	-26407.2	-26410	0.184187	0.0837752	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU500153.1.840_U_M355_S26_27357	1	8	1	1	-26143.9	-26146.9	0.00450701	0.0488407	NA	NA	NA	NA	MMETSP1173_Rhizochromulina_marinacf_CCMP1243	Rhizochromulina		Rhizochromulinales	Dictyochophyceae			Eukaryota	Dictyochophyceae
0	0	0	query.align	HQ869159.1.875_U_10_S55_2378	1	493	1	1	-26470.4	-26473.2	0.206757	0.0914744	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763474.1.1808_U_M355_S26_4693	1	493	1	1	-26869.5	-26872.2	0.204356	0.0748305	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ868511.1.877_U_M356_S18_52051	1	493	1	1	-27352.3	-27355.9	0.217708	0.173154	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	FN598274.1.1012_U_42_S87_25882	1	612	0.973529	0.980048	-25792.7	-25795.1	0.0503675	0.0834316	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	JX178799.1.1776_U_35_S80_36242	1	613	0.863839	0.951407	-26222.2	-26224.3	0.0324181	0.0852379	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	KF129892.1.1759_U_M367_S17_3300	1	493	1	1	-26685.1	-26688.4	0.189165	0.147027	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HM997069.1.907_U_M369_S9_4416	1	284	0.905731	0.921337	-22360.4	-22367.3	0.0624255	0.524804	NA	NA	NA	NA	MMETSP1466_Pavlova_gyrans_CCMP608	Pavlova	Pavlovaceae	Pavlovales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	KC488559.1.1675_U_1_S46_149	1	629	1	1	-26613.4	-26616.6	0.0196249	0.135225	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	KF130335.1.1759_U_M357_S21_63933	1	493	1	1	-26383.7	-26386.6	0.21954	0.0898483	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY046754.1.1199_U_11_S56_32539	1	493	1	1	-27075.9	-27079.7	0.163611	0.202626	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU819830.1.1069_U_11_S56_30972	1	493	1	1	-25307.7	-25310.4	0.209937	0.0121526	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ762440.1.1784_U_10_S55_58976	1	612	0.964146	0.965119	-25921.4	-25923.8	0.0536342	0.0867228	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
1	0	0	query.align	HQ867896.1.886_U_13_S58_6847	1	452	0.989607	0.997541	-25079.7	-25082.5	0.119251	0.153061	NA	NA	NA	NA	MMETSP0105_Acanthoeca_like_sp_10tr	Acanthoeca	Acanthoecidae	Choanoflagellida				Eukaryota	Choanoflagellida
0	0	0	query.align	HQ870259.1.857_U_10_S55_47295	1	629	1	1	-26819.6	-26822.5	0.0349227	0.107275	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	JX840888.1.1046_U_18_S63_47026	1	493	1	1	-27175.8	-27179.1	0.211708	0.143364	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	AF052190.1.1795_U_M363_S24_1759	1	521	0.891605	0.915302	-25844.2	-25848.8	0.111291	0.307315	NA	NA	NA	NA	MMETSP1032_Lingulodinium_polyedra_CCMP1738	Lingulodinium		Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU793710.1.1576_U_M367_S17_135252	1	493	1	1	-26433.6	-26436.5	0.169251	0.0942766	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
